user_id,product_id,product_name,category,rating,review_text,description,timestamp
25,33,Product 33 - Clothing,Clothing,2,Product 33 is excellent.,"This is a great clothing product with features X, Y, Z.",2026-01-07 20:33:26.904292
46,45,Product 45 - Books,Books,4,Product 45 is good.,"This is a great books product with features X, Y, Z.",2025-10-01 20:33:26.904292
87,27,Product 27 - Home,Home,5,Product 27 is good.,"This is a great home product with features X, Y, Z.",2025-12-31 20:33:26.904292
8,45,Product 45 - Books,Books,4,Product 45 is good.,"This is a great books product with features X, Y, Z.",2025-07-27 20:33:26.904292
32,11,Product 11 - Books,Books,3,Product 11 is excellent.,"This is a great books product with features X, Y, Z.",2025-11-05 20:33:26.904292
18,13,Product 13 - Electronics,Electronics,4,Product 13 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-06-26 20:33:26.904292
32,7,Product 7 - Electronics,Electronics,5,Product 7 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-03-14 20:33:26.904292
71,26,Product 26 - Beauty,Beauty,2,Product 26 is horrible.,"This is a great beauty product with features X, Y, Z.",2026-01-03 20:33:26.904292
2,22,Product 22 - Beauty,Beauty,5,Product 22 is bad.,"This is a great beauty product with features X, Y, Z.",2025-06-05 20:33:26.904292
53,47,Product 47 - Electronics,Electronics,4,Product 47 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-05-24 20:33:26.904292
8,1,Product 1 - Electronics,Electronics,3,Product 1 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-02-05 20:33:26.904292
34,9,Product 9 - Electronics,Electronics,5,Product 9 is okay.,"This is a great electronics product with features X, Y, Z.",2025-09-24 20:33:26.904292
55,28,Product 28 - Electronics,Electronics,5,Product 28 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-11-15 20:33:26.904292
20,11,Product 11 - Books,Books,3,Product 11 is good.,"This is a great books product with features X, Y, Z.",2025-05-26 20:33:26.904292
75,34,Product 34 - Clothing,Clothing,5,Product 34 is okay.,"This is a great clothing product with features X, Y, Z.",2025-03-07 20:33:26.904292
8,27,Product 27 - Home,Home,2,Product 27 is horrible.,"This is a great home product with features X, Y, Z.",2025-10-06 20:33:26.904292
68,44,Product 44 - Electronics,Electronics,3,Product 44 is good.,"This is a great electronics product with features X, Y, Z.",2025-10-22 20:33:26.904292
24,6,Product 6 - Clothing,Clothing,2,Product 6 is bad.,"This is a great clothing product with features X, Y, Z.",2025-03-10 20:33:26.904292
52,27,Product 27 - Home,Home,3,Product 27 is bad.,"This is a great home product with features X, Y, Z.",2025-11-22 20:33:26.904292
75,36,Product 36 - Electronics,Electronics,4,Product 36 is good.,"This is a great electronics product with features X, Y, Z.",2025-12-18 20:33:26.904292
54,48,Product 48 - Books,Books,5,Product 48 is horrible.,"This is a great books product with features X, Y, Z.",2025-11-20 20:33:26.904292
41,28,Product 28 - Electronics,Electronics,5,Product 28 is okay.,"This is a great electronics product with features X, Y, Z.",2025-05-19 20:33:26.904292
31,10,Product 10 - Beauty,Beauty,4,Product 10 is okay.,"This is a great beauty product with features X, Y, Z.",2025-04-12 20:33:26.904292
59,42,Product 42 - Beauty,Beauty,4,Product 42 is good.,"This is a great beauty product with features X, Y, Z.",2025-03-13 20:33:26.904292
59,2,Product 2 - Electronics,Electronics,5,Product 2 is good.,"This is a great electronics product with features X, Y, Z.",2025-11-19 20:33:26.904292
10,40,Product 40 - Home,Home,4,Product 40 is okay.,"This is a great home product with features X, Y, Z.",2025-10-21 20:33:26.904292
17,13,Product 13 - Electronics,Electronics,5,Product 13 is bad.,"This is a great electronics product with features X, Y, Z.",2025-03-11 20:33:26.904292
48,44,Product 44 - Electronics,Electronics,4,Product 44 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-09-16 20:33:26.904292
91,12,Product 12 - Electronics,Electronics,4,Product 12 is horrible.,"This is a great electronics product with features X, Y, Z.",2026-01-04 20:33:26.904292
2,22,Product 22 - Beauty,Beauty,5,Product 22 is okay.,"This is a great beauty product with features X, Y, Z.",2025-11-14 20:33:26.904292
85,14,Product 14 - Electronics,Electronics,3,Product 14 is okay.,"This is a great electronics product with features X, Y, Z.",2025-04-13 20:33:26.904292
15,18,Product 18 - Beauty,Beauty,5,Product 18 is bad.,"This is a great beauty product with features X, Y, Z.",2025-11-14 20:33:26.904292
35,5,Product 5 - Clothing,Clothing,4,Product 5 is okay.,"This is a great clothing product with features X, Y, Z.",2025-05-22 20:33:26.904292
27,31,Product 31 - Home,Home,5,Product 31 is horrible.,"This is a great home product with features X, Y, Z.",2025-06-19 20:33:26.904292
63,15,Product 15 - Clothing,Clothing,4,Product 15 is good.,"This is a great clothing product with features X, Y, Z.",2025-03-02 20:33:26.904292
82,18,Product 18 - Beauty,Beauty,4,Product 18 is good.,"This is a great beauty product with features X, Y, Z.",2025-06-25 20:33:26.904292
1,21,Product 21 - Clothing,Clothing,4,Product 21 is okay.,"This is a great clothing product with features X, Y, Z.",2025-04-11 20:33:26.904292
21,9,Product 9 - Electronics,Electronics,5,Product 9 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-11-13 20:33:26.904292
72,9,Product 9 - Electronics,Electronics,1,Product 9 is bad.,"This is a great electronics product with features X, Y, Z.",2025-03-14 20:33:26.904292
70,39,Product 39 - Electronics,Electronics,1,Product 39 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-08-12 20:33:26.904292
71,38,Product 38 - Books,Books,3,Product 38 is good.,"This is a great books product with features X, Y, Z.",2025-04-10 20:33:26.904292
40,14,Product 14 - Electronics,Electronics,4,Product 14 is okay.,"This is a great electronics product with features X, Y, Z.",2025-02-24 20:33:26.904292
27,18,Product 18 - Beauty,Beauty,5,Product 18 is good.,"This is a great beauty product with features X, Y, Z.",2026-01-11 20:33:26.904292
46,36,Product 36 - Electronics,Electronics,5,Product 36 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-08-31 20:33:26.904292
96,24,Product 24 - Clothing,Clothing,3,Product 24 is bad.,"This is a great clothing product with features X, Y, Z.",2025-06-05 20:33:26.904292
23,49,Product 49 - Electronics,Electronics,5,Product 49 is bad.,"This is a great electronics product with features X, Y, Z.",2025-02-16 20:33:26.904292
95,46,Product 46 - Beauty,Beauty,5,Product 46 is bad.,"This is a great beauty product with features X, Y, Z.",2025-09-02 20:33:26.904292
35,39,Product 39 - Electronics,Electronics,3,Product 39 is good.,"This is a great electronics product with features X, Y, Z.",2026-01-29 20:33:26.904292
49,49,Product 49 - Electronics,Electronics,5,Product 49 is bad.,"This is a great electronics product with features X, Y, Z.",2025-10-02 20:33:26.904292
26,48,Product 48 - Books,Books,5,Product 48 is okay.,"This is a great books product with features X, Y, Z.",2025-09-27 20:33:26.904292
40,19,Product 19 - Electronics,Electronics,5,Product 19 is bad.,"This is a great electronics product with features X, Y, Z.",2025-05-31 20:33:26.904292
4,30,Product 30 - Books,Books,5,Product 30 is okay.,"This is a great books product with features X, Y, Z.",2025-08-27 20:33:26.904292
36,48,Product 48 - Books,Books,5,Product 48 is okay.,"This is a great books product with features X, Y, Z.",2025-06-26 20:33:26.904292
83,38,Product 38 - Books,Books,4,Product 38 is horrible.,"This is a great books product with features X, Y, Z.",2026-01-17 20:33:26.904292
43,9,Product 9 - Electronics,Electronics,5,Product 9 is okay.,"This is a great electronics product with features X, Y, Z.",2025-04-04 20:33:26.904292
23,17,Product 17 - Beauty,Beauty,4,Product 17 is good.,"This is a great beauty product with features X, Y, Z.",2025-06-19 20:33:26.904292
14,23,Product 23 - Books,Books,4,Product 23 is okay.,"This is a great books product with features X, Y, Z.",2025-07-30 20:33:26.904292
56,13,Product 13 - Electronics,Electronics,5,Product 13 is good.,"This is a great electronics product with features X, Y, Z.",2025-10-23 20:33:26.904292
50,6,Product 6 - Clothing,Clothing,5,Product 6 is okay.,"This is a great clothing product with features X, Y, Z.",2025-05-12 20:33:26.904292
6,16,Product 16 - Clothing,Clothing,5,Product 16 is horrible.,"This is a great clothing product with features X, Y, Z.",2025-02-04 20:33:26.904292
69,32,Product 32 - Home,Home,5,Product 32 is bad.,"This is a great home product with features X, Y, Z.",2026-01-13 20:33:26.904292
47,11,Product 11 - Books,Books,4,Product 11 is okay.,"This is a great books product with features X, Y, Z.",2026-01-10 20:33:26.904292
80,49,Product 49 - Electronics,Electronics,4,Product 49 is okay.,"This is a great electronics product with features X, Y, Z.",2025-04-08 20:33:26.904292
65,10,Product 10 - Beauty,Beauty,4,Product 10 is okay.,"This is a great beauty product with features X, Y, Z.",2025-09-01 20:33:26.904292
52,39,Product 39 - Electronics,Electronics,5,Product 39 is bad.,"This is a great electronics product with features X, Y, Z.",2025-11-14 20:33:26.904292
25,30,Product 30 - Books,Books,4,Product 30 is bad.,"This is a great books product with features X, Y, Z.",2025-08-17 20:33:26.904292
79,14,Product 14 - Electronics,Electronics,4,Product 14 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-08-30 20:33:26.904292
1,43,Product 43 - Home,Home,4,Product 43 is excellent.,"This is a great home product with features X, Y, Z.",2025-05-22 20:33:26.904292
75,22,Product 22 - Beauty,Beauty,5,Product 22 is excellent.,"This is a great beauty product with features X, Y, Z.",2025-07-18 20:33:26.904292
57,24,Product 24 - Clothing,Clothing,4,Product 24 is horrible.,"This is a great clothing product with features X, Y, Z.",2025-05-24 20:33:26.904292
61,27,Product 27 - Home,Home,5,Product 27 is good.,"This is a great home product with features X, Y, Z.",2025-05-01 20:33:26.904292
37,38,Product 38 - Books,Books,4,Product 38 is horrible.,"This is a great books product with features X, Y, Z.",2025-12-25 20:33:26.904292
43,33,Product 33 - Clothing,Clothing,2,Product 33 is okay.,"This is a great clothing product with features X, Y, Z.",2025-06-04 20:33:26.904292
29,6,Product 6 - Clothing,Clothing,5,Product 6 is good.,"This is a great clothing product with features X, Y, Z.",2025-04-20 20:33:26.904292
6,37,Product 37 - Electronics,Electronics,3,Product 37 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-10-05 20:33:26.904292
99,33,Product 33 - Clothing,Clothing,2,Product 33 is horrible.,"This is a great clothing product with features X, Y, Z.",2025-09-04 20:33:26.904292
25,24,Product 24 - Clothing,Clothing,5,Product 24 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-08-19 20:33:26.904292
52,18,Product 18 - Beauty,Beauty,3,Product 18 is good.,"This is a great beauty product with features X, Y, Z.",2026-01-05 20:33:26.904292
97,30,Product 30 - Books,Books,5,Product 30 is excellent.,"This is a great books product with features X, Y, Z.",2025-03-30 20:33:26.904292
29,42,Product 42 - Beauty,Beauty,3,Product 42 is horrible.,"This is a great beauty product with features X, Y, Z.",2026-01-26 20:33:26.904292
60,16,Product 16 - Clothing,Clothing,2,Product 16 is good.,"This is a great clothing product with features X, Y, Z.",2025-06-11 20:33:26.904292
59,3,Product 3 - Home,Home,3,Product 3 is horrible.,"This is a great home product with features X, Y, Z.",2025-09-29 20:33:26.904292
72,1,Product 1 - Electronics,Electronics,4,Product 1 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-09-18 20:33:26.904292
93,22,Product 22 - Beauty,Beauty,5,Product 22 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-09-10 20:33:26.904292
58,29,Product 29 - Clothing,Clothing,5,Product 29 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-10-05 20:33:26.904292
34,10,Product 10 - Beauty,Beauty,5,Product 10 is okay.,"This is a great beauty product with features X, Y, Z.",2025-12-27 20:33:26.904292
99,3,Product 3 - Home,Home,5,Product 3 is bad.,"This is a great home product with features X, Y, Z.",2025-10-10 20:33:26.904292
36,15,Product 15 - Clothing,Clothing,4,Product 15 is okay.,"This is a great clothing product with features X, Y, Z.",2026-02-04 20:33:26.904292
31,7,Product 7 - Electronics,Electronics,4,Product 7 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-07-17 20:33:26.904292
11,16,Product 16 - Clothing,Clothing,3,Product 16 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-06-02 20:33:26.904292
89,45,Product 45 - Books,Books,3,Product 45 is good.,"This is a great books product with features X, Y, Z.",2025-05-24 20:33:26.904292
54,25,Product 25 - Books,Books,4,Product 25 is excellent.,"This is a great books product with features X, Y, Z.",2025-11-08 20:33:26.904292
54,37,Product 37 - Electronics,Electronics,2,Product 37 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-09-07 20:33:26.904292
99,24,Product 24 - Clothing,Clothing,4,Product 24 is good.,"This is a great clothing product with features X, Y, Z.",2026-01-26 20:33:26.904292
98,28,Product 28 - Electronics,Electronics,4,Product 28 is good.,"This is a great electronics product with features X, Y, Z.",2025-10-06 20:33:26.904292
46,27,Product 27 - Home,Home,4,Product 27 is excellent.,"This is a great home product with features X, Y, Z.",2025-08-22 20:33:26.904292
69,30,Product 30 - Books,Books,5,Product 30 is horrible.,"This is a great books product with features X, Y, Z.",2025-11-10 20:33:26.904292
29,24,Product 24 - Clothing,Clothing,4,Product 24 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-06-23 20:33:26.904292
63,49,Product 49 - Electronics,Electronics,1,Product 49 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-07-26 20:33:26.904292
93,33,Product 33 - Clothing,Clothing,3,Product 33 is bad.,"This is a great clothing product with features X, Y, Z.",2025-10-01 20:33:26.904292
80,44,Product 44 - Electronics,Electronics,4,Product 44 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-08-24 20:33:26.904292
73,9,Product 9 - Electronics,Electronics,5,Product 9 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-03-18 20:33:26.904292
18,39,Product 39 - Electronics,Electronics,5,Product 39 is good.,"This is a great electronics product with features X, Y, Z.",2025-05-08 20:33:26.904292
34,35,Product 35 - Home,Home,4,Product 35 is excellent.,"This is a great home product with features X, Y, Z.",2025-05-23 20:33:26.904292
42,16,Product 16 - Clothing,Clothing,4,Product 16 is okay.,"This is a great clothing product with features X, Y, Z.",2025-08-17 20:33:26.904292
97,14,Product 14 - Electronics,Electronics,5,Product 14 is okay.,"This is a great electronics product with features X, Y, Z.",2025-09-07 20:33:26.904292
11,29,Product 29 - Clothing,Clothing,4,Product 29 is good.,"This is a great clothing product with features X, Y, Z.",2025-11-07 20:33:26.904292
45,21,Product 21 - Clothing,Clothing,3,Product 21 is good.,"This is a great clothing product with features X, Y, Z.",2025-03-11 20:33:26.904292
97,44,Product 44 - Electronics,Electronics,1,Product 44 is bad.,"This is a great electronics product with features X, Y, Z.",2025-06-10 20:33:26.904292
3,6,Product 6 - Clothing,Clothing,5,Product 6 is bad.,"This is a great clothing product with features X, Y, Z.",2025-06-06 20:33:26.904292
61,26,Product 26 - Beauty,Beauty,5,Product 26 is bad.,"This is a great beauty product with features X, Y, Z.",2025-11-19 20:33:26.904292
60,14,Product 14 - Electronics,Electronics,5,Product 14 is bad.,"This is a great electronics product with features X, Y, Z.",2025-08-11 20:33:26.904292
78,8,Product 8 - Beauty,Beauty,5,Product 8 is bad.,"This is a great beauty product with features X, Y, Z.",2025-04-03 20:33:26.904292
40,3,Product 3 - Home,Home,3,Product 3 is okay.,"This is a great home product with features X, Y, Z.",2025-02-17 20:33:26.904292
74,23,Product 23 - Books,Books,5,Product 23 is excellent.,"This is a great books product with features X, Y, Z.",2025-08-15 20:33:26.904292
92,42,Product 42 - Beauty,Beauty,3,Product 42 is bad.,"This is a great beauty product with features X, Y, Z.",2025-12-04 20:33:26.904292
14,21,Product 21 - Clothing,Clothing,5,Product 21 is horrible.,"This is a great clothing product with features X, Y, Z.",2025-07-08 20:33:26.904292
16,46,Product 46 - Beauty,Beauty,5,Product 46 is good.,"This is a great beauty product with features X, Y, Z.",2025-11-20 20:33:26.904292
45,29,Product 29 - Clothing,Clothing,4,Product 29 is okay.,"This is a great clothing product with features X, Y, Z.",2026-01-08 20:33:26.904292
9,33,Product 33 - Clothing,Clothing,4,Product 33 is good.,"This is a great clothing product with features X, Y, Z.",2025-07-28 20:33:26.904292
54,3,Product 3 - Home,Home,5,Product 3 is excellent.,"This is a great home product with features X, Y, Z.",2025-03-30 20:33:26.904292
47,5,Product 5 - Clothing,Clothing,5,Product 5 is bad.,"This is a great clothing product with features X, Y, Z.",2025-09-27 20:33:26.904292
56,30,Product 30 - Books,Books,3,Product 30 is okay.,"This is a great books product with features X, Y, Z.",2025-10-29 20:33:26.904292
79,38,Product 38 - Books,Books,5,Product 38 is excellent.,"This is a great books product with features X, Y, Z.",2025-11-06 20:33:26.904292
60,22,Product 22 - Beauty,Beauty,4,Product 22 is okay.,"This is a great beauty product with features X, Y, Z.",2025-12-04 20:33:26.904292
42,18,Product 18 - Beauty,Beauty,5,Product 18 is okay.,"This is a great beauty product with features X, Y, Z.",2025-03-20 20:33:26.904292
58,44,Product 44 - Electronics,Electronics,3,Product 44 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-09-29 20:33:26.904292
79,35,Product 35 - Home,Home,5,Product 35 is good.,"This is a great home product with features X, Y, Z.",2025-07-26 20:33:26.904292
64,45,Product 45 - Books,Books,5,Product 45 is excellent.,"This is a great books product with features X, Y, Z.",2025-05-08 20:33:26.904292
28,27,Product 27 - Home,Home,4,Product 27 is okay.,"This is a great home product with features X, Y, Z.",2025-06-16 20:33:26.904292
36,10,Product 10 - Beauty,Beauty,5,Product 10 is okay.,"This is a great beauty product with features X, Y, Z.",2026-01-29 20:33:26.904292
72,6,Product 6 - Clothing,Clothing,1,Product 6 is good.,"This is a great clothing product with features X, Y, Z.",2025-05-12 20:33:26.904292
31,12,Product 12 - Electronics,Electronics,5,Product 12 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-10-12 20:33:26.904292
98,23,Product 23 - Books,Books,3,Product 23 is excellent.,"This is a great books product with features X, Y, Z.",2025-10-05 20:33:26.904292
58,16,Product 16 - Clothing,Clothing,5,Product 16 is okay.,"This is a great clothing product with features X, Y, Z.",2025-03-23 20:33:26.904292
29,20,Product 20 - Beauty,Beauty,4,Product 20 is okay.,"This is a great beauty product with features X, Y, Z.",2025-06-08 20:33:26.904292
85,9,Product 9 - Electronics,Electronics,4,Product 9 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-10-04 20:33:26.904292
68,30,Product 30 - Books,Books,4,Product 30 is okay.,"This is a great books product with features X, Y, Z.",2025-11-12 20:33:26.904292
46,29,Product 29 - Clothing,Clothing,5,Product 29 is okay.,"This is a great clothing product with features X, Y, Z.",2025-06-22 20:33:26.904292
33,12,Product 12 - Electronics,Electronics,3,Product 12 is okay.,"This is a great electronics product with features X, Y, Z.",2025-05-13 20:33:26.904292
16,2,Product 2 - Electronics,Electronics,5,Product 2 is bad.,"This is a great electronics product with features X, Y, Z.",2026-01-23 20:33:26.904292
25,30,Product 30 - Books,Books,3,Product 30 is okay.,"This is a great books product with features X, Y, Z.",2025-10-09 20:33:26.904292
93,29,Product 29 - Clothing,Clothing,4,Product 29 is horrible.,"This is a great clothing product with features X, Y, Z.",2025-10-30 20:33:26.904292
37,13,Product 13 - Electronics,Electronics,5,Product 13 is okay.,"This is a great electronics product with features X, Y, Z.",2025-05-14 20:33:26.904292
30,16,Product 16 - Clothing,Clothing,4,Product 16 is good.,"This is a great clothing product with features X, Y, Z.",2025-07-08 20:33:26.904292
91,44,Product 44 - Electronics,Electronics,4,Product 44 is good.,"This is a great electronics product with features X, Y, Z.",2025-06-24 20:33:26.904292
7,20,Product 20 - Beauty,Beauty,4,Product 20 is bad.,"This is a great beauty product with features X, Y, Z.",2026-01-27 20:33:26.904292
82,7,Product 7 - Electronics,Electronics,5,Product 7 is good.,"This is a great electronics product with features X, Y, Z.",2025-10-13 20:33:26.904292
2,19,Product 19 - Electronics,Electronics,4,Product 19 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-10-02 20:33:26.904292
57,27,Product 27 - Home,Home,4,Product 27 is okay.,"This is a great home product with features X, Y, Z.",2025-03-02 20:33:26.904292
62,10,Product 10 - Beauty,Beauty,3,Product 10 is excellent.,"This is a great beauty product with features X, Y, Z.",2025-03-09 20:33:26.904292
63,16,Product 16 - Clothing,Clothing,2,Product 16 is good.,"This is a great clothing product with features X, Y, Z.",2025-12-23 20:33:26.904292
20,11,Product 11 - Books,Books,3,Product 11 is okay.,"This is a great books product with features X, Y, Z.",2025-11-19 20:33:26.904292
11,25,Product 25 - Books,Books,5,Product 25 is horrible.,"This is a great books product with features X, Y, Z.",2025-04-05 20:33:26.904292
98,25,Product 25 - Books,Books,4,Product 25 is horrible.,"This is a great books product with features X, Y, Z.",2025-12-06 20:33:26.904292
29,25,Product 25 - Books,Books,5,Product 25 is excellent.,"This is a great books product with features X, Y, Z.",2025-08-17 20:33:26.904292
57,44,Product 44 - Electronics,Electronics,4,Product 44 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-12-02 20:33:26.904292
40,42,Product 42 - Beauty,Beauty,4,Product 42 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-03-06 20:33:26.904292
95,27,Product 27 - Home,Home,2,Product 27 is bad.,"This is a great home product with features X, Y, Z.",2025-05-21 20:33:26.904292
34,17,Product 17 - Beauty,Beauty,5,Product 17 is bad.,"This is a great beauty product with features X, Y, Z.",2025-04-25 20:33:26.904292
23,50,Product 50 - Beauty,Beauty,4,Product 50 is good.,"This is a great beauty product with features X, Y, Z.",2025-04-25 20:33:26.904292
53,4,Product 4 - Clothing,Clothing,4,Product 4 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-12-05 20:33:26.904292
38,43,Product 43 - Home,Home,1,Product 43 is okay.,"This is a great home product with features X, Y, Z.",2025-07-01 20:33:26.904292
90,35,Product 35 - Home,Home,5,Product 35 is bad.,"This is a great home product with features X, Y, Z.",2025-03-12 20:33:26.904292
34,4,Product 4 - Clothing,Clothing,5,Product 4 is horrible.,"This is a great clothing product with features X, Y, Z.",2025-12-21 20:33:26.904292
85,28,Product 28 - Electronics,Electronics,5,Product 28 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-05-16 20:33:26.904292
